"cell","gene","garp_score","p_value"
"MDA-MB-361","SMARCA1","0.02076549","0.983"
"MDA-MB-436","SMARCA1","-0.09224981","0.949"
"MDA-MB-453","SMARCA1","0.01682278","0.861"
"MDA-MB-468","SMARCA1","-0.01282102","0.912"
"SK-BR-3","SMARCA1","-0.003146488","0.988"
"SW527","SMARCA1","0.0189281","0.987"
"T-47D","SMARCA1","0.02638564","0.996"
"ZR-75-1","SMARCA1","-0.04683981","0.96"
"609050M","SMARCA1","-0.03107","0.961"
"A2780","SMARCA1","0.05532153","0.945"
"A2780_CIS","SMARCA1","-0.01743983","0.824"
"MM_OVCAR432_Bast_1","SMARCA1","-0.03803582","0.982"
"OV-1946","SMARCA1","-0.06250586","0.989"
"OV-90","SMARCA1","0.001772254","0.976"
"OVCA1369_TR","SMARCA1","-0.1501982","0.958"
"OVCA433_Bast","SMARCA1","-0.0225125","0.993"
"OVCA5","SMARCA1","-0.001016597","0.989"
"OVCA8","SMARCA1","-0.008703173","0.982"
"OVCAR-3","SMARCA1","-0.03735335","0.94"
"SK-OV-3","SMARCA1","0.02966218","0.966"
"TOV-1946","SMARCA1","-0.04700797","0.959"
"TOV-2223G","SMARCA1","0.04507478","0.952"
"TOV-3133G","SMARCA1","0.008586338","0.955"
"AsPC-1","SMARCA1","0.01614255","0.994"
"BxPC-3","SMARCA1","-0.02243952","0.984"
"CFPAC-1","SMARCA1","-0.004746778","0.948"
"Capan-2","SMARCA1","0.00591318","0.93"
"HPAC","SMARCA1","0.02030643","0.998"
"HPAF-II","SMARCA1","0.006079972","0.997"
"HPDE","SMARCA1","0.1336827","0.98"
"Hs 766T","SMARCA1","-0.08397885","1"
"IMIM-PC-1","SMARCA1","-0.02116683","0.993"
"IMIM-PC-2","SMARCA1","-0.02541462","0.829"
"KP-3","SMARCA1","0.02906729","0.997"
"KP-4","SMARCA1","-0.004308548","0.969"
"MIA PaCa-2","SMARCA1","0.0002882111","0.974"
"PANC-1","SMARCA1","-0.01166692","0.983"
"PL45","SMARCA1","-0.004228465","0.993"
"PaTu_8988S","SMARCA1","0.008606681","0.971"
"PaTu_8988T","SMARCA1","-0.02582744","0.969"
"Panc 02.03","SMARCA1","-0.08859595","0.951"
"Panc 03.27","SMARCA1","0.01493231","0.994"
"Panc 04.03","SMARCA1","0.01458401","1"
"Panc 05.04","SMARCA1","-0.01906169","0.995"
"Panc 08.13","SMARCA1","0.009328249","0.985"
"Panc 10.05","SMARCA1","0.02326085","0.969"
"RWP-1","SMARCA1","0.02579716","0.956"
"SK-PC-1","SMARCA1","0.005658238","1"
"SK-PC-3","SMARCA1","-0.1085792","0.97"
"SU.86.86","SMARCA1","0.05376345","0.988"
"SW1990","SMARCA1","0.001928944","0.998"
"BT-20","SMARCA4","-0.4224688","0.16"
"BT-474","SMARCA4","-0.6357303","0.027"
"BT-549","SMARCA4","-1.333259","0.001"
"CAL-51","SMARCA4","-0.3804643","0.053"
"CAMA-1","SMARCA4","-0.4510725","0.237"
"EFM-19","SMARCA4","-0.4515415","0.019"
"HCC1143","SMARCA4","-1.189785","0.01"
"HCC1187","SMARCA4","-0.2932513","0.439"
"HCC1395","SMARCA4","-0.4273153","0.249"
"HCC1419","SMARCA4","-0.3321416","0.173"
"HCC1428","SMARCA4","-0.7786034","0.204"
"HCC1500","SMARCA4","-0.4278892","0.11"
"HCC1806","SMARCA4","-0.9987558","0.043"
"HCC1937","SMARCA4","-0.1237749","0.512"
"HCC1954","SMARCA4","-0.2902249","0.208"
"HCC38","SMARCA4","-0.630483","0.062"
"Hs 578T","SMARCA4","-0.2321694","0.11"
"KPL-1","SMARCA4","-0.125528","0.289"
"MCF7","SMARCA4","-0.1078796","0.229"
"MDA-MB-157","SMARCA4","-0.1246977","0.615"
"MDA-MB-231","SMARCA4","-0.1666975","0.528"
"MDA-MB-361","SMARCA4","-0.09976988","0.756"
"MDA-MB-436","SMARCA4","-0.1815571","0.695"
"MDA-MB-453","SMARCA4","-0.2701999","0.033"
"MDA-MB-468","SMARCA4","-0.1122861","0.476"
"SK-BR-3","SMARCA4","-0.9387454","0.009"
"SW527","SMARCA4","-0.1699889","0.365"
"T-47D","SMARCA4","-0.3316199","0.283"
"ZR-75-1","SMARCA4","-0.3894209","0.258"
"609050M","SMARCA4","-0.34216","0.179"
"A2780","SMARCA4","-0.09848943","0.362"
"A2780_CIS","SMARCA4","-0.09190071","0.502"
"MM_OVCAR432_Bast_1","SMARCA4","-0.8581729","0.246"
"OV-1946","SMARCA4","-0.3603934","0.615"
"OV-90","SMARCA4","-0.2374607","0.3"
"OVCA1369_TR","SMARCA4","-3.577059","0.028"
"OVCA433_Bast","SMARCA4","-0.7024571","0.406"
"OVCA5","SMARCA4","-0.225698","0.349"
"OVCA8","SMARCA4","-0.1679473","0.624"
"OVCAR-3","SMARCA4","-1.444252","0.023"
"SK-OV-3","SMARCA4","-0.2105215","0.127"
"TOV-1946","SMARCA4","-0.4465977","0.362"
"TOV-2223G","SMARCA4","-0.1944111","0.414"
"TOV-3133G","SMARCA4","-0.8784171","0.009"
"AsPC-1","SMARCA4","-0.1935298","0.333"
"BxPC-3","SMARCA4","-0.5372771","0.106"
"CFPAC-1","SMARCA4","-0.09880848","0.37"
"Capan-2","SMARCA4","-0.1709553","0.185"
"HPAC","SMARCA4","-0.1379471","0.214"
"HPAF-II","SMARCA4","-0.6591257","0.001"
"HPDE","SMARCA4","-1.388937","0.632"
"Hs 766T","SMARCA4","-0.9182146","0.231"
"IMIM-PC-1","SMARCA4","-0.11983","0.48"
"IMIM-PC-2","SMARCA4","-0.2913167","0.033"
"KP-3","SMARCA4","-0.4846527","0.042"
"KP-4","SMARCA4","-0.1098435","0.354"
"MIA PaCa-2","SMARCA4","-0.1557867","0.174"
"PANC-1","SMARCA4","-0.1518863","0.353"
"PL45","SMARCA4","-0.2748889","0.259"
"PaTu_8988S","SMARCA4","-0.2696294","0.047"
"PaTu_8988T","SMARCA4","-0.1350792","0.323"
"Panc 02.03","SMARCA4","-0.6901643","0.022"
"Panc 03.27","SMARCA4","-0.1919238","0.227"
"Panc 04.03","SMARCA4","-0.1024664","0.76"
"Panc 05.04","SMARCA4","-0.4285469","0.207"
"Panc 08.13","SMARCA4","-0.1020329","0.543"
"Panc 10.05","SMARCA4","-0.156519","0.43"
"RWP-1","SMARCA4","-0.6377689","0.015"
"SK-PC-1","SMARCA4","-0.0716752","0.794"
"SK-PC-3","SMARCA4","-0.6310753","0.148"
"SU.86.86","SMARCA4","-0.1527854","0.266"
"SW1990","SMARCA4","-0.1681774","0.507"
"BT-20","SMARCA5","-0.1542113","0.621"
"BT-474","SMARCA5","-0.2143894","0.438"
"BT-549","SMARCA5","-0.2107059","0.634"
"CAL-51","SMARCA5","-0.1558694","0.423"
"CAMA-1","SMARCA5","-0.3689567","0.337"
"EFM-19","SMARCA5","-0.04907036","0.797"
"HCC1143","SMARCA5","-0.549462","0.256"
"HCC1187","SMARCA5","-0.1944546","0.656"
"HCC1395","SMARCA5","-0.2601279","0.522"
"HCC1419","SMARCA5","-0.1158859","0.687"
"HCC1428","SMARCA5","-0.2545935","0.692"
"HCC1500","SMARCA5","-0.5950155","0.031"
"HCC1806","SMARCA5","-0.2566767","0.736"
"HCC1937","SMARCA5","-0.08444442","0.626"
"HCC1954","SMARCA5","-0.3456373","0.136"
"HCC38","SMARCA5","-0.1801095","0.643"
"Hs 578T","SMARCA5","-0.07879052","0.476"
"KPL-1","SMARCA5","-0.150996","0.203"
"MCF7","SMARCA5","-0.2253701","0.05"
"MDA-MB-157","SMARCA5","-0.1237634","0.616"
"MDA-MB-231","SMARCA5","-0.04172953","0.818"
"MDA-MB-361","SMARCA5","-0.3406525","0.208"
"MDA-MB-436","SMARCA5","-0.1003337","0.932"
"MDA-MB-453","SMARCA5","-0.04283272","0.363"
"MDA-MB-468","SMARCA5","-0.1006261","0.529"
"SK-BR-3","SMARCA5","-0.8617982","0.022"
"SW527","SMARCA5","-0.09381268","0.608"
"T-47D","SMARCA5","-0.1285221","0.771"
"ZR-75-1","SMARCA5","-0.4712608","0.17"
"609050M","SMARCA5","-0.07936332","0.84"
"A2780","SMARCA5","-0.0004920008","0.752"
"A2780_CIS","SMARCA5","-0.06634264","0.609"
"MM_OVCAR432_Bast_1","SMARCA5","-0.4289435","0.676"
"OV-1946","SMARCA5","-0.5311594","0.376"
"OV-90","SMARCA5","-0.158391","0.482"
"OVCA1369_TR","SMARCA5","-0.5428185","0.709"
"OVCA433_Bast","SMARCA5","-0.2690377","0.865"
"OVCA5","SMARCA5","-0.1536126","0.522"
"OVCA8","SMARCA5","-0.1062572","0.774"
"OVCAR-3","SMARCA5","-0.2584984","0.677"
"SK-OV-3","SMARCA5","-0.03085938","0.73"
"TOV-1946","SMARCA5","-0.3824089","0.45"
"TOV-2223G","SMARCA5","-0.01488163","0.825"
"TOV-3133G","SMARCA5","-0.1238552","0.454"
"AsPC-1","SMARCA5","-0.1343002","0.508"
"BxPC-3","SMARCA5","-0.04471448","0.958"
"CFPAC-1","SMARCA5","-0.01358399","0.916"
"Capan-2","SMARCA5","-0.03127277","0.748"
"HPAC","SMARCA5","-0.05200636","0.652"
"HPAF-II","SMARCA5","-0.2162701","0.346"
"HPDE","SMARCA5","-0.3996994","0.892"
"Hs 766T","SMARCA5","-0.5148215","0.721"
"IMIM-PC-1","SMARCA5","-0.1189721","0.484"
"IMIM-PC-2","SMARCA5","-0.1040197","0.351"
"KP-3","SMARCA5","-0.00192579","0.98"
"KP-4","SMARCA5","-0.1503286","0.195"
"MIA PaCa-2","SMARCA5","-0.04173368","0.725"
"PANC-1","SMARCA5","-0.1681753","0.306"
"PL45","SMARCA5","-0.2708954","0.268"
"PaTu_8988S","SMARCA5","-0.02727534","0.797"
"PaTu_8988T","SMARCA5","-0.08099531","0.62"
"Panc 02.03","SMARCA5","-0.2270655","0.511"
"Panc 03.27","SMARCA5","-0.1474472","0.332"
"Panc 04.03","SMARCA5","-0.09356203","0.795"
"Panc 05.04","SMARCA5","-0.4611019","0.163"
"Panc 08.13","SMARCA5","-0.119023","0.468"
"Panc 10.05","SMARCA5","-0.2614666","0.182"
"RWP-1","SMARCA5","0.01130177","0.927"
"SK-PC-1","SMARCA5","-0.1178745","0.588"
"SK-PC-3","SMARCA5","-0.4442629","0.398"
"SU.86.86","SMARCA5","-0.02913468","0.723"
"SW1990","SMARCA5","-0.05942851","0.903"
"BT-20","SMARCC1","-0.6126893","0.046"
"BT-474","SMARCC1","-0.4523782","0.102"
"BT-549","SMARCC1","-1.080825","0.007"
"CAL-51","SMARCC1","-0.3419778","0.063"
"CAMA-1","SMARCC1","-0.7491625","0.04"
"EFM-19","SMARCC1","-0.1196851","0.551"
"HCC1143","SMARCC1","-1.208261","0.01"
"HCC1187","SMARCC1","-0.5775746","0.101"
"HCC1395","SMARCC1","-0.5852781","0.103"
"HCC1419","SMARCC1","-0.3627574","0.148"
"HCC1428","SMARCC1","-0.7468657","0.224"
"HCC1500","SMARCC1","-0.5371248","0.047"
"HCC1806","SMARCC1","-0.7507969","0.153"
"HCC1937","SMARCC1","-0.3348118","0.146"
"HCC1954","SMARCC1","-0.2458246","0.283"
"HCC38","SMARCC1","-0.8809404","0.005"
"Hs 578T","SMARCC1","-0.1349848","0.264"
"KPL-1","SMARCC1","-0.2925158","0.027"
"MCF7","SMARCC1","-0.2063939","0.065"
"MDA-MB-157","SMARCC1","-0.1650661","0.474"
"MDA-MB-231","SMARCC1","-0.2133326","0.444"
"MDA-MB-361","SMARCC1","-0.334085","0.224"
"MDA-MB-436","SMARCC1","-0.5929636","0.101"
"MDA-MB-453","SMARCC1","-0.2394965","0.042"
"MDA-MB-468","SMARCC1","-0.4661742","0.047"
"SK-BR-3","SMARCC1","-0.9203143","0.011"
"SW527","SMARCC1","-0.4225859","0.036"
"T-47D","SMARCC1","-0.6886078","0.012"
"ZR-75-1","SMARCC1","-0.7591594","0.028"
"609050M","SMARCC1","-0.5718803","0.038"
"A2780","SMARCC1","-0.3816055","0.029"
"A2780_CIS","SMARCC1","-0.5126823","0.017"
"MM_OVCAR432_Bast_1","SMARCC1","-1.441562","0.02"
"OV-1946","SMARCC1","-1.174985","0.015"
"OV-90","SMARCC1","-0.4204146","0.09"
"OVCA1369_TR","SMARCC1","-2.185175","0.141"
"OVCA433_Bast","SMARCC1","-1.398731","0.038"
"OVCA5","SMARCC1","-0.8707125","0.007"
"OVCA8","SMARCC1","-0.7755218","0.008"
"OVCAR-3","SMARCC1","-1.137033","0.081"
"SK-OV-3","SMARCC1","-0.1736034","0.18"
"TOV-1946","SMARCC1","-0.8072252","0.034"
"TOV-2223G","SMARCC1","-0.2385279","0.344"
"TOV-3133G","SMARCC1","-0.2216502","0.228"
"AsPC-1","SMARCC1","-0.4160011","0.025"
"BxPC-3","SMARCC1","-0.6789228","0.05"
"CFPAC-1","SMARCC1","-0.2897287","0.028"
"Capan-2","SMARCC1","-0.4520788","0.017"
"HPAC","SMARCC1","-0.2861693","0.015"
"HPAF-II","SMARCC1","-0.3358866","0.129"
"HPDE","SMARCC1","-2.359986","0.362"
"Hs 766T","SMARCC1","-0.7993403","0.359"
"IMIM-PC-1","SMARCC1","-0.2947369","0.061"
"IMIM-PC-2","SMARCC1","-0.3111193","0.022"
"KP-3","SMARCC1","-0.4760858","0.044"
"KP-4","SMARCC1","-0.249987","0.038"
"MIA PaCa-2","SMARCC1","-0.2230556","0.064"
"PANC-1","SMARCC1","-0.2222106","0.145"
"PL45","SMARCC1","-0.4760472","0.019"
"PaTu_8988S","SMARCC1","-0.2610986","0.051"
"PaTu_8988T","SMARCC1","-0.3132446","0.025"
"Panc 02.03","SMARCC1","-0.6065416","0.034"
"Panc 03.27","SMARCC1","-0.2016115","0.204"
"Panc 04.03","SMARCC1","-0.5753635","0.004"
"Panc 05.04","SMARCC1","-0.6378644","0.03"
"Panc 08.13","SMARCC1","-0.3861786","0.046"
"Panc 10.05","SMARCC1","-0.3103519","0.123"
"RWP-1","SMARCC1","-0.3900289","0.095"
"SK-PC-1","SMARCC1","-0.5297705","0.001"
"SK-PC-3","SMARCC1","-0.9334922","0.011"
"SU.86.86","SMARCC1","-0.3113211","0.052"
"SW1990","SMARCC1","-0.5766169","0.002"
"BT-20","SMARCC2","-0.1074862","0.747"
"BT-474","SMARCC2","-0.1420655","0.618"
"BT-549","SMARCC2","-0.06667288","0.934"
"CAL-51","SMARCC2","-0.09558781","0.738"
"CAMA-1","SMARCC2","-0.1839647","0.743"
"EFM-19","SMARCC2","-0.03436328","0.845"
"HCC1143","SMARCC2","-0.1253713","0.838"
"HCC1187","SMARCC2","-0.0765962","0.932"
"HCC1395","SMARCC2","-0.1262799","0.808"
"HCC1419","SMARCC2","-0.1176716","0.68"
"HCC1428","SMARCC2","0.005198382","0.974"
"HCC1500","SMARCC2","-0.1357782","0.62"
"HCC1806","SMARCC2","-0.1090398","0.915"
"HCC1937","SMARCC2","-0.13601","0.487"
"HCC1954","SMARCC2","-0.1211782","0.59"
"HCC38","SMARCC2","-0.2046624","0.577"
"Hs 578T","SMARCC2","-0.07907453","0.476"
"KPL-1","SMARCC2","-0.09657793","0.438"
"MCF7","SMARCC2","-0.07789367","0.37"
"MDA-MB-157","SMARCC2","-0.1560313","0.511"
"MDA-MB-231","SMARCC2","-0.04992599","0.802"
"MDA-MB-361","SMARCC2","-0.07981104","0.798"
"MDA-MB-436","SMARCC2","-0.1304129","0.851"
"MDA-MB-453","SMARCC2","-0.09306453","0.206"
"MDA-MB-468","SMARCC2","-0.1899972","0.278"
"SK-BR-3","SMARCC2","-0.2015977","0.667"
"SW527","SMARCC2","-0.05484319","0.783"
"T-47D","SMARCC2","-0.1013424","0.83"
"ZR-75-1","SMARCC2","-0.110498","0.862"
"609050M","SMARCC2","-0.2306586","0.37"
"A2780","SMARCC2","-0.01023492","0.712"
"A2780_CIS","SMARCC2","-0.0402781","0.722"
"MM_OVCAR432_Bast_1","SMARCC2","-0.1301367","0.935"
"OV-1946","SMARCC2","-0.1652383","0.913"
"OV-90","SMARCC2","-0.16994","0.444"
"OVCA1369_TR","SMARCC2","-0.5116552","0.734"
"OVCA433_Bast","SMARCC2","-0.1827462","0.929"
"OVCA5","SMARCC2","-0.08506741","0.761"
"OVCA8","SMARCC2","-0.03261982","0.95"
"OVCAR-3","SMARCC2","0.04735563","0.987"
"SK-OV-3","SMARCC2","-0.05460199","0.595"
"TOV-1946","SMARCC2","-0.2441542","0.692"
"TOV-2223G","SMARCC2","-0.06723426","0.699"
"TOV-3133G","SMARCC2","-0.2755732","0.157"
"AsPC-1","SMARCC2","-0.09024926","0.687"
"BxPC-3","SMARCC2","-0.1444814","0.742"
"CFPAC-1","SMARCC2","-0.01711075","0.899"
"Capan-2","SMARCC2","-0.1737058","0.184"
"HPAC","SMARCC2","-0.06297255","0.567"
"HPAF-II","SMARCC2","-0.0917891","0.747"
"HPDE","SMARCC2","-2.338258","0.366"
"Hs 766T","SMARCC2","-0.1619074","0.993"
"IMIM-PC-1","SMARCC2","-0.03917499","0.964"
"IMIM-PC-2","SMARCC2","-0.1144134","0.302"
"KP-3","SMARCC2","-0.1224617","0.645"
"KP-4","SMARCC2","-0.04640231","0.74"
"MIA PaCa-2","SMARCC2","0.001614744","0.976"
"PANC-1","SMARCC2","-0.109235","0.516"
"PL45","SMARCC2","-0.1767188","0.527"
"PaTu_8988S","SMARCC2","-0.02428379","0.823"
"PaTu_8988T","SMARCC2","-0.01273009","0.993"
"Panc 02.03","SMARCC2","-0.2634994","0.421"
"Panc 03.27","SMARCC2","-0.1133295","0.471"
"Panc 04.03","SMARCC2","-0.1100114","0.741"
"Panc 05.04","SMARCC2","-0.1460139","0.835"
"Panc 08.13","SMARCC2","0.004927059","0.98"
"Panc 10.05","SMARCC2","-0.07759503","0.695"
"RWP-1","SMARCC2","-0.1446483","0.453"
"SK-PC-1","SMARCC2","-0.05733812","0.871"
"SK-PC-3","SMARCC2","-0.3254886","0.604"
"SU.86.86","SMARCC2","-0.09406298","0.437"
"SW1990","SMARCC2","-0.1020623","0.765"
"BT-20","SMARCD1","-0.2605958","0.387"
"BT-474","SMARCD1","-0.1548731","0.579"
"BT-549","SMARCD1","-0.5444649","0.145"
"CAL-51","SMARCD1","-0.08102632","0.819"
"CAMA-1","SMARCD1","-0.252087","0.571"
"EFM-19","SMARCD1","-0.1895959","0.321"
"HCC1143","SMARCD1","0.05858739","0.991"
"HCC1187","SMARCD1","-0.1478719","0.766"
"HCC1395","SMARCD1","-0.1362946","0.786"
"HCC1419","SMARCD1","-0.1524872","0.559"
"HCC1428","SMARCD1","-0.7658992","0.214"
"HCC1500","SMARCD1","-0.1758769","0.498"
"HCC1806","SMARCD1","-0.115477","0.909"
"HCC1937","SMARCD1","-0.05318891","0.728"
"HCC1954","SMARCD1","-0.04261994","0.882"
"HCC38","SMARCD1","0.004348219","0.982"
"Hs 578T","SMARCD1","-0.08463005","0.448"
"KPL-1","SMARCD1","-0.1154753","0.343"
"MCF7","SMARCD1","0.005788933","0.923"
"MDA-MB-157","SMARCD1","-0.1397457","0.562"
"MDA-MB-231","SMARCD1","-0.0697304","0.765"
"MDA-MB-361","SMARCD1","-0.0646156","0.842"
"MDA-MB-436","SMARCD1","-0.1362142","0.834"
"MDA-MB-453","SMARCD1","0.01919743","0.88"
"MDA-MB-468","SMARCD1","-0.03784576","0.792"
"SK-BR-3","SMARCD1","-0.2493641","0.571"
"SW527","SMARCD1","-0.05700193","0.77"
"T-47D","SMARCD1","-0.3548573","0.243"
"ZR-75-1","SMARCD1","-0.4027902","0.237"
"609050M","SMARCD1","-0.1581032","0.562"
"A2780","SMARCD1","-0.005423545","0.732"
"A2780_CIS","SMARCD1","0.002885233","0.897"
"MM_OVCAR432_Bast_1","SMARCD1","-0.6895211","0.397"
"OV-1946","SMARCD1","-0.150199","0.925"
"OV-90","SMARCD1","0.02412863","0.987"
"OVCA1369_TR","SMARCD1","-0.49983","0.74"
"OVCA433_Bast","SMARCD1","-0.3878928","0.747"
"OVCA5","SMARCD1","-0.07680272","0.793"
"OVCA8","SMARCD1","-0.06984904","0.865"
"OVCAR-3","SMARCD1","-0.141633","0.827"
"SK-OV-3","SMARCD1","-0.07083873","0.521"
"TOV-1946","SMARCD1","-0.031665","0.971"
"TOV-2223G","SMARCD1","-0.12071","0.576"
"TOV-3133G","SMARCD1","-0.2079527","0.255"
"AsPC-1","SMARCD1","-0.1134447","0.583"
"BxPC-3","SMARCD1","-0.1177029","0.807"
"CFPAC-1","SMARCD1","-0.02016381","0.882"
"Capan-2","SMARCD1","-0.01679993","0.831"
"HPAC","SMARCD1","-0.02101541","0.859"
"HPAF-II","SMARCD1","-0.218222","0.338"
"HPDE","SMARCD1","-1.75275","0.53"
"Hs 766T","SMARCD1","-0.6302308","0.576"
"IMIM-PC-1","SMARCD1","-0.1084209","0.539"
"IMIM-PC-2","SMARCD1","-0.0247041","0.834"
"KP-3","SMARCD1","-0.04442625","0.898"
"KP-4","SMARCD1","-0.03591423","0.794"
"MIA PaCa-2","SMARCD1","-0.0574872","0.624"
"PANC-1","SMARCD1","-0.05589087","0.823"
"PL45","SMARCD1","-0.1316478","0.679"
"PaTu_8988S","SMARCD1","-0.0927169","0.416"
"PaTu_8988T","SMARCD1","-0.05010419","0.844"
"Panc 02.03","SMARCD1","-0.1554115","0.775"
"Panc 03.27","SMARCD1","-0.07384286","0.646"
"Panc 04.03","SMARCD1","-0.05103882","0.905"
"Panc 05.04","SMARCD1","-0.2499895","0.605"
"Panc 08.13","SMARCD1","-0.08208062","0.651"
"Panc 10.05","SMARCD1","-0.04196261","0.814"
"RWP-1","SMARCD1","0.004026731","0.913"
"SK-PC-1","SMARCD1","-0.01245807","0.986"
"SK-PC-3","SMARCD1","-0.2830948","0.686"
"SU.86.86","SMARCD1","-0.004757738","0.836"
"SW1990","SMARCD1","-0.0424196","0.939"
"BT-20","SMARCD2","-0.4384876","0.144"
"BT-474","SMARCD2","-0.163314","0.559"
"BT-549","SMARCD2","-0.1781777","0.71"
"CAL-51","SMARCD2","-0.1117728","0.632"
"CAMA-1","SMARCD2","-0.2608149","0.551"
"EFM-19","SMARCD2","-0.2575472","0.184"
"HCC1143","SMARCD2","-0.1118674","0.847"
"HCC1187","SMARCD2","-0.5755597","0.103"
"HCC1395","SMARCD2","-0.3501725","0.358"
"HCC1419","SMARCD2","-0.3711893","0.14"
"HCC1428","SMARCD2","-0.3229792","0.6"
"HCC1500","SMARCD2","-0.5101286","0.058"
"HCC1806","SMARCD2","-0.280245","0.711"
"HCC1937","SMARCD2","-0.01611679","0.846"
"HCC1954","SMARCD2","-0.3488788","0.134"
"HCC38","SMARCD2","-0.5282857","0.114"
"Hs 578T","SMARCD2","0.0780478","1"
"KPL-1","SMARCD2","-0.09058085","0.487"
"MCF7","SMARCD2","-0.097357","0.271"
"MDA-MB-157","SMARCD2","-0.08268166","0.748"
"MDA-MB-231","SMARCD2","-0.2096881","0.453"
"MDA-MB-361","SMARCD2","-0.1079725","0.734"
"MDA-MB-436","SMARCD2","-0.2402205","0.536"
"MDA-MB-453","SMARCD2","-0.04959125","0.332"
"MDA-MB-468","SMARCD2","-0.2808885","0.16"
"SK-BR-3","SMARCD2","-0.8298652","0.029"
"SW527","SMARCD2","-0.1757902","0.349"
"T-47D","SMARCD2","-0.5244967","0.07"
"ZR-75-1","SMARCD2","-0.2264899","0.56"
"609050M","SMARCD2","-0.215817","0.4"
"A2780","SMARCD2","-0.1788205","0.185"
"A2780_CIS","SMARCD2","-0.1735531","0.273"
"MM_OVCAR432_Bast_1","SMARCD2","-0.6873755","0.399"
"OV-1946","SMARCD2","-0.5289184","0.381"
"OV-90","SMARCD2","-0.1805868","0.419"
"OVCA1369_TR","SMARCD2","-0.9143341","0.508"
"OVCA433_Bast","SMARCD2","-0.6537317","0.455"
"OVCA5","SMARCD2","-0.5550221","0.049"
"OVCA8","SMARCD2","-0.1333208","0.713"
"OVCAR-3","SMARCD2","-0.2774646","0.66"
"SK-OV-3","SMARCD2","-0.04095356","0.677"
"TOV-1946","SMARCD2","-0.3478427","0.511"
"TOV-2223G","SMARCD2","-0.01657994","0.822"
"TOV-3133G","SMARCD2","-0.3203846","0.134"
"AsPC-1","SMARCD2","-0.2197034","0.26"
"BxPC-3","SMARCD2","-0.4688672","0.166"
"CFPAC-1","SMARCD2","-0.1650474","0.141"
"Capan-2","SMARCD2","-0.06554137","0.539"
"HPAC","SMARCD2","-0.1364549","0.216"
"HPAF-II","SMARCD2","-0.3375931","0.129"
"HPDE","SMARCD2","-2.214757","0.399"
"Hs 766T","SMARCD2","-1.128891","0.082"
"IMIM-PC-1","SMARCD2","-0.314613","0.048"
"IMIM-PC-2","SMARCD2","-0.04538697","0.714"
"KP-3","SMARCD2","-0.3253412","0.141"
"KP-4","SMARCD2","-0.09950855","0.412"
"MIA PaCa-2","SMARCD2","-0.06435617","0.586"
"PANC-1","SMARCD2","-0.173891","0.286"
"PL45","SMARCD2","-0.09193999","0.814"
"PaTu_8988S","SMARCD2","-0.2894837","0.038"
"PaTu_8988T","SMARCD2","-0.1005783","0.492"
"Panc 02.03","SMARCD2","-0.2479223","0.458"
"Panc 03.27","SMARCD2","-0.2366515","0.148"
"Panc 04.03","SMARCD2","-0.2430383","0.303"
"Panc 05.04","SMARCD2","-0.3739194","0.299"
"Panc 08.13","SMARCD2","-0.04892903","0.798"
"Panc 10.05","SMARCD2","-0.5455617","0.009"
"RWP-1","SMARCD2","-0.04103751","0.77"
"SK-PC-1","SMARCD2","-0.2417817","0.207"
"SK-PC-3","SMARCD2","-0.4880939","0.331"
"SU.86.86","SMARCD2","-0.05572953","0.605"
"SW1990","SMARCD2","-0.1748687","0.485"
"BT-20","SMYD1","-0.4139115","0.166"
"BT-474","SMYD1","-0.183563","0.498"
"BT-549","SMYD1","-0.4819352","0.205"
"CAL-51","SMYD1","-0.1847637","0.3"
"CAMA-1","SMYD1","-0.6405878","0.078"
"EFM-19","SMYD1","-0.1446677","0.461"
"HCC1143","SMYD1","-0.3433175","0.495"
"HCC1187","SMYD1","-0.1663703","0.715"
"HCC1395","SMYD1","-0.6654139","0.06"
"HCC1419","SMYD1","-0.1858611","0.451"
"HCC1428","SMYD1","-1.038559","0.106"
"HCC1500","SMYD1","-0.2788511","0.28"
"HCC1806","SMYD1","-0.2176816","0.788"
"HCC1937","SMYD1","-0.1374519","0.483"
"HCC1954","SMYD1","-0.1820037","0.41"
"HCC38","SMYD1","-0.6331611","0.061"
"Hs 578T","SMYD1","-0.07924139","0.475"
"KPL-1","SMYD1","-0.1087463","0.384"
"MCF7","SMYD1","-0.09669565","0.276"
"MDA-MB-157","SMYD1","-0.1722628","0.453"
"MDA-MB-231","SMYD1","-0.4390357","0.12"
"MDA-MB-361","SMYD1","-0.1989316","0.504"
"MDA-MB-436","SMYD1","-0.322266","0.362"
"MDA-MB-453","SMYD1","-0.01124677","0.585"
"MDA-MB-468","SMYD1","-0.02007588","0.883"
"SK-BR-3","SMYD1","-0.4545315","0.264"
"SW527","SMYD1","-0.2195643","0.229"
"T-47D","SMYD1","-0.2571784","0.437"
"ZR-75-1","SMYD1","-0.247631","0.515"
"609050M","SMYD1","-0.2554444","0.318"
"A2780","SMYD1","-0.06407212","0.482"
"A2780_CIS","SMYD1","-0.1672865","0.282"
"MM_OVCAR432_Bast_1","SMYD1","-1.329116","0.042"
"OV-1946","SMYD1","-0.8348585","0.115"
"OV-90","SMYD1","-0.02761501","0.903"
"OVCA1369_TR","SMYD1","-0.5552344","0.704"
"OVCA433_Bast","SMYD1","-0.6806287","0.422"
"OVCA5","SMYD1","-0.276926","0.27"
"OVCA8","SMYD1","-0.3594675","0.263"
