"gene","cell","tissue","exp","cnv"
"KDM5D","OC314","OVARY","4.4646","-3.432"
"KDM5D","OC316","OVARY","4.4724","-3.446"
"KDM5D","OCIAML2","HAEMATOPOIETIC AND LYMPHOID TISSUE","9.4557","-1.135"
"KDM5D","OCIAML3","HAEMATOPOIETIC AND LYMPHOID TISSUE","4.4699","-3.296"
"KDM5D","OCIAML5","HAEMATOPOIETIC AND LYMPHOID TISSUE","10.374","-1.09"
"KDM5D","OCILY19","HAEMATOPOIETIC AND LYMPHOID TISSUE","4.3498","-3.333"
"KDM5D","OCILY3","HAEMATOPOIETIC AND LYMPHOID TISSUE","8.7999","-0.5642"
"KDM5D","OCIM1","HAEMATOPOIETIC AND LYMPHOID TISSUE","4.3207","-3.176"
"KDM5D","OCUM1","STOMACH","4.5452","-3.238"
"KDM5D","OE19","OESOPHAGUS","4.9516","-3.335"
"KDM5D","OE33","OESOPHAGUS","4.4974","-3.502"
"KDM5D","ONS76","CENTRAL NERVOUS SYSTEM","5.01","-2.99"
"KDM5D","OPM2","HAEMATOPOIETIC AND LYMPHOID TISSUE","4.6373","-3.139"
"KDM5D","OUMS23","LARGE INTESTINE","4.4904","-3.304"
"KDM5D","OUMS27","BONE","4.4242","-3.326"
"KDM5D","OV56","OVARY","4.9508","-3.445"
"KDM5D","OV7","OVARY","4.8258","-2.961"
"KDM5D","OV90","OVARY","4.4996","-3.108"
"KDM5D","OVCAR4","OVARY","4.5065","-3.394"
"KDM5D","OVCAR8","OVARY","4.3003","-3.198"
"KDM5D","OVK18","OVARY","4.3338","-3.246"
"KDM5D","OVKATE","OVARY","4.4465","-3.317"
"KDM5D","OVMANA","OVARY","5.106","-3.64"
"KDM5D","OVSAHO","OVARY","4.7376","-3.121"
"KDM5D","OVTOKO","OVARY","5.1954","-3.154"
"KDM5D","P12ICHIKAWA","HAEMATOPOIETIC AND LYMPHOID TISSUE","4.8295","-3.049"
"KDM5D","P3HR1","HAEMATOPOIETIC AND LYMPHOID TISSUE","5.3148","-1.09"
"KDM5D","PANC0203","PANCREAS","4.6776","-3.489"
"KDM5D","PANC0213","PANCREAS","4.4563","-3.316"
"KDM5D","PANC0327","PANCREAS","4.2267","-3.66"
"KDM5D","PANC0403","PANCREAS","4.6143","-3.234"
"KDM5D","PANC0504","PANCREAS","4.609","-2.938"
"KDM5D","PANC0813","PANCREAS","4.8357","-3.086"
"KDM5D","PANC1005","PANCREAS","4.4715","-3.124"
"KDM5D","PANC1","PANCREAS","4.554","-2.982"
"KDM5D","PATU8902","PANCREAS","4.5385","-3.286"
"KDM5D","PATU8988S","PANCREAS","5.2697","-3.302"
"KDM5D","PATU8988T","PANCREAS","4.5898","-3.411"
"KDM5D","PC14","LUNG","4.9413","-3.265"
"KDM5D","PC3","PROSTATE","4.5497","-3.269"
"KDM5D","PCM6","HAEMATOPOIETIC AND LYMPHOID TISSUE","4.4641","-2.892"
"KDM5D","PEER","HAEMATOPOIETIC AND LYMPHOID TISSUE","4.5608","-3.106"
"KDM5D","PF382","HAEMATOPOIETIC AND LYMPHOID TISSUE","4.4432","-3.399"
"KDM5D","PFEIFFER","HAEMATOPOIETIC AND LYMPHOID TISSUE","9.9748","-1.08"
"KDM5D","PK1","PANCREAS","7.542","-0.9291"
"KDM5D","PK45H","PANCREAS","4.2694","-2.993"
"KDM5D","PK59","PANCREAS","4.7953","-3.499"
"KDM5D","PL21","HAEMATOPOIETIC AND LYMPHOID TISSUE","9.1169","-1.07"
"KDM5D","PL45","PANCREAS","4.7354","-3.251"
"KDM5D","PSN1","PANCREAS","4.1993","-3.284"
"KDM5D","QGP1","PANCREAS","4.3131","-3.512"
"KDM5D","RAJI","HAEMATOPOIETIC AND LYMPHOID TISSUE","8.3359","-1.088"
"KDM5D","RCC10RGB","KIDNEY","4.1683","-3.231"
"KDM5D","RCHACV","HAEMATOPOIETIC AND LYMPHOID TISSUE","4.4438","-3.039"
"KDM5D","RCM1","LARGE INTESTINE","4.5235","-3.18"
"KDM5D","RD","SOFT TISSUE","4.322","-2.925"
"KDM5D","RDES","BONE","8.6178","-0.5917"
"KDM5D","REC1","HAEMATOPOIETIC AND LYMPHOID TISSUE","9.0581","-0.7899"
"KDM5D","REH","HAEMATOPOIETIC AND LYMPHOID TISSUE","4.6253","-3.296"
"KDM5D","RERFGC1B","STOMACH","4.3165","-3.163"
"KDM5D","RERFLCAD1","LUNG","3.9649","-3.26"
"KDM5D","RERFLCAD2","LUNG","7.2279","-1.384"
"KDM5D","RERFLCAI","LUNG","4.4051","-3.242"
"KDM5D","RERFLCKJ","LUNG","8.9883","-0.4322"
"KDM5D","RERFLCMS","LUNG","9.0441","-0.2488"
"KDM5D","RERFLCSQ1","LUNG","4.305","-3.263"
"KDM5D","RH41","SOFT TISSUE","4.0904","-3.11"
"KDM5D","RI1","HAEMATOPOIETIC AND LYMPHOID TISSUE","4.3436","-2.868"
"KDM5D","RKN","SOFT TISSUE","5.0944","-3.278"
"KDM5D","RKO","LARGE INTESTINE","4.7163","-3.319"
"KDM5D","RL952","ENDOMETRIUM","5.1465","-3.494"
"KDM5D","RL","HAEMATOPOIETIC AND LYMPHOID TISSUE","7.4744","-1.799"
"KDM5D","RMGI","OVARY","4.5308","-3.311"
"KDM5D","RMUGS","OVARY","4.9557","-3.39"
"KDM5D","RPMI7951","SKIN","4.6498","-3.441"
"KDM5D","RPMI8226","HAEMATOPOIETIC AND LYMPHOID TISSUE","8.2652","-1.335"
"KDM5D","RPMI8402","HAEMATOPOIETIC AND LYMPHOID TISSUE","4.5642","-3.107"
"KDM5D","RT112","URINARY TRACT","4.5343","-3.541"
"KDM5D","RT4","URINARY TRACT","8.3759","-0.7377"
"KDM5D","RVH421","SKIN","7.213","-1.345"
"KDM5D","S117","SOFT TISSUE","4.6473","-2.863"
"KDM5D","SBC5","LUNG","4.2493","-3.192"
"KDM5D","SCABER","URINARY TRACT","7.1436","-1.676"
"KDM5D","SCC15","UPPER AERODIGESTIVE TRACT","8.2879","-0.657"
"KDM5D","SCC25","UPPER AERODIGESTIVE TRACT","4.5193","-3.018"
"KDM5D","SCC4","UPPER AERODIGESTIVE TRACT","4.6086","-3.518"
"KDM5D","SCC9","UPPER AERODIGESTIVE TRACT","4.3139","-3.128"
"KDM5D","SCLC21H","LUNG","8.2275","-0.8422"
"KDM5D","SEM","HAEMATOPOIETIC AND LYMPHOID TISSUE","4.4875","-3.214"
"KDM5D","SET2","HAEMATOPOIETIC AND LYMPHOID TISSUE","4.3528","-3.025"
"KDM5D","SF126","CENTRAL NERVOUS SYSTEM","4.2896","-3.401"
"KDM5D","SF295","CENTRAL NERVOUS SYSTEM","4.5185","-3.668"
"KDM5D","SH10TC","STOMACH","4.3946","-3.479"
"KDM5D","SH4","SKIN","4.4117","-2.818"
"KDM5D","SHP77","LUNG","4.8679","-2.981"
"KDM5D","SHSY5Y","AUTONOMIC GANGLIA","3.9213","-3.344"
"KDM5D","SIGM5","HAEMATOPOIETIC AND LYMPHOID TISSUE","4.4709","-2.845"
"KDM5D","SIMA","AUTONOMIC GANGLIA","7.2885","-1.419"
"KDM5D","SJRH30","SOFT TISSUE","4.6332","-3.046"
"KDM5D","SJSA1","BONE","8.3809","-0.8768"
"KDM5D","SKBR3","BREAST","4.6627","-3.542"
"KDM5D","SKCO1","LARGE INTESTINE","9.4501","-0.1167"
"KDM5D","SKES1","BONE","7.717","-1.606"
"KDM5D","SKHEP1","LIVER","4.2186","-3.482"
"KDM5D","SKLMS1","SOFT TISSUE","4.2504","-3.67"
"KDM5D","SKLU1","LUNG","4.6659","-3.547"
"KDM5D","SKM1","HAEMATOPOIETIC AND LYMPHOID TISSUE","6.4425","-2.875"
"KDM5D","SKMEL1","SKIN","8.4836","-0.8024"
"KDM5D","SKMEL24","SKIN","7.659","-0.8057"
"KDM5D","SKMEL28","SKIN","4.5996","-3.296"
"KDM5D","SKMEL2","SKIN","7.3158","-1.121"
"KDM5D","SKMEL30","SKIN","7.4032","-1.432"
"KDM5D","SKMEL31","SKIN","4.6778","-3.092"
"KDM5D","SKMEL3","SKIN","4.5574","-3.16"
"KDM5D","SKMEL5","SKIN","4.4636","-3.102"
"KDM5D","SKMES1","LUNG","4.5867","-3.174"
"KDM5D","SKMM2","HAEMATOPOIETIC AND LYMPHOID TISSUE","4.1014","-3.119"
"KDM5D","SKNAS","AUTONOMIC GANGLIA","4.457","-3.198"
"KDM5D","SKNDZ","AUTONOMIC GANGLIA","4.2145","-3.293"
"KDM5D","SKNFI","AUTONOMIC GANGLIA","8.1475","-1.06"
"KDM5D","SKNMC","BONE","4.5611","-3.376"
"KDM5D","SKNSH","AUTONOMIC GANGLIA","4.5562","-3.42"
"KDM5D","SKOV3","OVARY","4.3904","-3.204"
"KDM5D","SKUT1","SOFT TISSUE","4.5328","-3.69"
"KDM5D","SNB19","CENTRAL NERVOUS SYSTEM","7.2302","-1.612"
"KDM5D","SNGM","ENDOMETRIUM","4.4807","-3.441"
"KDM5D","SNU1040","LARGE INTESTINE","7.289","-0.9322"
"KDM5D","SNU1076","UPPER AERODIGESTIVE TRACT","8.6525","-0.325"
"KDM5D","SNU1077","ENDOMETRIUM","4.423","-2.927"
"KDM5D","SNU1079","BILIARY TRACT","8.9346","-0.4428"
"KDM5D","SNU1105","CENTRAL NERVOUS SYSTEM","6.8148","-1.551"
"KDM5D","SNU1196","BILIARY TRACT","4.5178","-3.193"
"KDM5D","SNU119","OVARY","4.1477","-2.955"
"KDM5D","SNU1214","UPPER AERODIGESTIVE TRACT","4.1554","-3.228"
"KDM5D","SNU1272","KIDNEY","4.374","-3.003"
"KDM5D","SNU16","STOMACH","4.7567","-3.577"
"KDM5D","SNU175","LARGE INTESTINE","4.5057","-3.262"
"KDM5D","SNU182","LIVER","7.3548","-0.6834"
"KDM5D","SNU1","STOMACH","8.8326","-0.9853"
"KDM5D","SNU201","CENTRAL NERVOUS SYSTEM","8.4749","-0.8668"
"KDM5D","SNU213","PANCREAS","7.1425","-1.309"
"KDM5D","SNU216","STOMACH","4.4424","-3.163"
"KDM5D","SNU245","BILIARY TRACT","4.363","-3.318"
"KDM5D","SNU283","LARGE INTESTINE","4.7783","-3.027"
"KDM5D","SNU308","BILIARY TRACT","4.586","-2.904"
"KDM5D","SNU324","PANCREAS","4.0787","-3.201"
"KDM5D","SNU387","LIVER","4.4133","-3.137"
"KDM5D","SNU398","LIVER","4.4499","-2.967"
"KDM5D","SNU407","LARGE INTESTINE","9.132","-0.9999"
"KDM5D","SNU410","PANCREAS","4.5124","-3.066"
"KDM5D","SNU423","LIVER","6.7336","-1.04"
"KDM5D","SNU449","LIVER","4.6903","-2.948"
"KDM5D","SNU466","CENTRAL NERVOUS SYSTEM","7.8922","-0.8642"
"KDM5D","SNU46","UPPER AERODIGESTIVE TRACT","4.2503","-2.787"
"KDM5D","SNU475","LIVER","7.819","-1.466"
"KDM5D","SNU478","BILIARY TRACT","4.9892","-3.018"
"KDM5D","SNU503","LARGE INTESTINE","4.7528","-3.235"
"KDM5D","SNU520","STOMACH","4.3103","-3.038"
"KDM5D","SNU5","STOMACH","4.4299","-3.494"
"KDM5D","SNU61","LARGE INTESTINE","4.6815","-2.98"
"KDM5D","SNU620","STOMACH","4.3907","-3.206"
"KDM5D","SNU626","CENTRAL NERVOUS SYSTEM","8.6206","-0.8936"
"KDM5D","SNU738","CENTRAL NERVOUS SYSTEM","4.7399","-3.256"
"KDM5D","SNU761","LIVER","4.4442","-3.142"
"KDM5D","SNU840","OVARY","4.8018","-2.935"
"KDM5D","SNU878","LIVER","4.4541","-2.622"
"KDM5D","SNU899","UPPER AERODIGESTIVE TRACT","4.4396","-2.947"
"KDM5D","SNUC1","LARGE INTESTINE","4.6105","-2.792"
"KDM5D","SNUC2A","LARGE INTESTINE","4.3094","-3.129"
"KDM5D","SNUC4","LARGE INTESTINE","8.6309","-1.107"
"KDM5D","SNUC5","LARGE INTESTINE","4.1664","-3.118"
"KDM5D","SQ1","LUNG","6.8888","-1.38"
"KDM5D","SR786","HAEMATOPOIETIC AND LYMPHOID TISSUE","4.7836","-3.533"
"KDM5D","ST486","HAEMATOPOIETIC AND LYMPHOID TISSUE","5.0085","-3.464"
"KDM5D","SU8686","PANCREAS","4.2856","-3.356"
"KDM5D","SUDHL10","HAEMATOPOIETIC AND LYMPHOID TISSUE","8.4864","-0.9055"
"KDM5D","SUDHL1","HAEMATOPOIETIC AND LYMPHOID TISSUE","8.3066","-1.639"
"KDM5D","SUDHL4","HAEMATOPOIETIC AND LYMPHOID TISSUE","8.3667","-1"
"KDM5D","SUDHL5","HAEMATOPOIETIC AND LYMPHOID TISSUE","4.4362","-2.96"
"KDM5D","SUDHL6","HAEMATOPOIETIC AND LYMPHOID TISSUE","4.3776","-3.098"
"KDM5D","SUDHL8","HAEMATOPOIETIC AND LYMPHOID TISSUE","4.5343","-3.489"
"KDM5D","SUIT2","PANCREAS","4.3761","-3.484"
"KDM5D","SUPB15","HAEMATOPOIETIC AND LYMPHOID TISSUE","8.8613","-1.017"
"KDM5D","SUPHD1","HAEMATOPOIETIC AND LYMPHOID TISSUE","4.7006","-3.391"
"KDM5D","SUPM2","HAEMATOPOIETIC AND LYMPHOID TISSUE","4.3387","-3.239"
"KDM5D","SUPT11","HAEMATOPOIETIC AND LYMPHOID TISSUE","4.5434","-3.164"
"KDM5D","SUPT1","HAEMATOPOIETIC AND LYMPHOID TISSUE","7.6218","-1.937"
"KDM5D","SW1088","CENTRAL NERVOUS SYSTEM","7.7712","-0.9247"
"KDM5D","SW1116","LARGE INTESTINE","7.4346","-1.273"
"KDM5D","SW1271","LUNG","4.7514","-3.413"
"KDM5D","SW1353","BONE","4.6327","-3.368"
"KDM5D","SW1417","LARGE INTESTINE","4.6443","-3.38"
"KDM5D","SW1463","LARGE INTESTINE","4.9083","-2.967"
"KDM5D","SW1573","LUNG","4.1909","-3.522"
"KDM6A","1321N1","CENTRAL NERVOUS SYSTEM","6.7977","0.3658"
"KDM6A","143B","BONE","5.7425","-0.6505"
"KDM6A","22RV1","PROSTATE","6.889","-0.0164"
"KDM6A","42MGBA","CENTRAL NERVOUS SYSTEM","5.9569","-0.5324"
"KDM6A","5637","URINARY TRACT","7.0184","0.006655"
"KDM6A","639V","URINARY TRACT","7.0188","0.05101"
"KDM6A","647V","URINARY TRACT","7.2953","0.0758"
"KDM6A","697","HAEMATOPOIETIC AND LYMPHOID TISSUE","7.0019","0.03722"
"KDM6A","769P","KIDNEY","7.0803","0.003639"
"KDM6A","786O","KIDNEY","5.8685","-0.0777"
"KDM6A","8305C","THYROID","6.6445","-0.0209"
"KDM6A","8505C","THYROID","7.1505","0.0057"
"KDM6A","8MGBA","CENTRAL NERVOUS SYSTEM","6.2631","-0.006654"
"KDM6A","A101D","SKIN","6.1915","0.0074"
"KDM6A","A172","CENTRAL NERVOUS SYSTEM","6.5135","0.3149"
"KDM6A","A204","SOFT TISSUE","6.9403","-0.0122"
"KDM6A","A253","SALIVARY GLAND","6.613","-0.7802"
"KDM6A","A2780","OVARY","8.1497","0.0047"
"KDM6A","A375","SKIN","6.2895","-0.2474"
"KDM6A","A498","KIDNEY","6.2209","-0.4371"
"KDM6A","A549","LUNG","6.6091","-0.05168"
"KDM6A","A673","BONE","7.8808","0.0059"
"KDM6A","A704","KIDNEY","5.9257","-0.0035"
"KDM6A","ABC1","LUNG","7.1201","-0.2323"
"KDM6A","ACCMESO1","PLEURA","7.4812","-0.1575"
"KDM6A","ACHN","KIDNEY","5.5533","-0.0132"
"KDM6A","AGS","STOMACH","9.3952","-0.0299"
"KDM6A","ALEXANDERCELLS","LIVER","7.0825","-0.143"
"KDM6A","AM38","CENTRAL NERVOUS SYSTEM","6.4594","0.2343"
"KDM6A","AML193","HAEMATOPOIETIC AND LYMPHOID TISSUE","7.4632","0.037"
"KDM6A","AMO1","HAEMATOPOIETIC AND LYMPHOID TISSUE","7.6329","0.017"
"KDM6A","AN3CA","ENDOMETRIUM","7.2485","0.0042"
"KDM6A","ASPC1","PANCREAS","6.6094","-0.5287"
"KDM6A","AU565","BREAST","7.3724","0.574"
"KDM6A","AZ521","STOMACH","6.2941","0.0314"
"KDM6A","BC3C","URINARY TRACT","7.3515","0.0018"
"KDM6A","BCP1","HAEMATOPOIETIC AND LYMPHOID TISSUE","7.05","-0.01801"
"KDM6A","BCPAP","THYROID","6.5004","0.0177"
"KDM6A","BDCM","HAEMATOPOIETIC AND LYMPHOID TISSUE","6.5966","0.0138"
"KDM6A","BECKER","CENTRAL NERVOUS SYSTEM","6.5116","-0.00242"
"KDM6A","BEN","LUNG","6.4421","-0.133"
"KDM6A","BFTC905","URINARY TRACT","7.1115","-0.6418"
"KDM6A","BFTC909","KIDNEY","6.6904","0.02897"
"KDM6A","BHT101","THYROID","6.5686","-0.5706"
"KDM6A","BHY","UPPER AERODIGESTIVE TRACT","6.4544","-0.4466"
"KDM6A","BICR16","UPPER AERODIGESTIVE TRACT","6.0362","-0.7862"
"KDM6A","BICR18","UPPER AERODIGESTIVE TRACT","7.0881","0.5259"
"KDM6A","BICR22","UPPER AERODIGESTIVE TRACT","6.9211","0.004813"
"KDM6A","BICR31","UPPER AERODIGESTIVE TRACT","6.4639","-0.02"
"KDM6A","BICR56","UPPER AERODIGESTIVE TRACT","8.1042","0.0025"
"KDM6A","BICR6","UPPER AERODIGESTIVE TRACT","6.1773","-0.0321"
"KDM6A","BL41","HAEMATOPOIETIC AND LYMPHOID TISSUE","7.0835","-0.01125"
"KDM6A","BL70","HAEMATOPOIETIC AND LYMPHOID TISSUE","6.8563","-0.0103"
"KDM6A","BT20","BREAST","6.4609","-0.4845"
"KDM6A","BT474","BREAST","7.5805","0.2384"
"KDM6A","BT483","BREAST","7.7922","-0.01588"
"KDM6A","BT549","BREAST","5.9997","-0.349"
"KDM6A","BV173","HAEMATOPOIETIC AND LYMPHOID TISSUE","7.6716","-3.312"
"KDM6A","BXPC3","PANCREAS","6.7445","-0.4818"
"KDM6A","C2BBE1","LARGE INTESTINE","8.3445","0.024"
"KDM6A","C32","SKIN","5.9067","0.0131"
"KDM6A","C3A","LIVER","6.9033","0.03694"
"KDM6A","CA46","HAEMATOPOIETIC AND LYMPHOID TISSUE","7.4648","0.0197"
"KDM6A","CADOES1","BONE","7.5438","0.006644"
"KDM6A","CAKI1","KIDNEY","6.246","0.0218"
"KDM6A","CAKI2","KIDNEY","6.0132","0.0227"
"KDM6A","CAL120","BREAST","6.8826","0.02608"
"KDM6A","CAL12T","LUNG","6.1557","-0.1479"
"KDM6A","CAL148","BREAST","7.8386","0.006626"
"KDM6A","CAL27","UPPER AERODIGESTIVE TRACT","7.3601","-0.003646"
"KDM6A","CAL29","URINARY TRACT","9.673","-0.2878"
"KDM6A","CAL51","BREAST","8.6443","0.02336"
"KDM6A","CAL54","KIDNEY","6.1103","-0.005131"
"KDM6A","CAL62","THYROID","7.2895","-0.0008708"
"KDM6A","CAL78","BONE","7.6345","1.111"
"KDM6A","CAL851","BREAST","6.6245","-0.2385"
"KDM6A","CALU1","LUNG","6.8628","-0.0161"
"KDM6A","CALU3","LUNG","7.2464","-0.003118"
"KDM6A","CALU6","LUNG","6.4496","0.0187"
"KDM6A","CAMA1","BREAST","7.0915","-0.0196"
"KDM6A","CAOV3","OVARY","7.3892","-0.08038"
"KDM6A","CAOV4","OVARY","6.4573","0.008129"
"KDM6A","CAPAN1","PANCREAS","6.1067","-0.0243"
"KDM6A","CAPAN2","PANCREAS","6.8629","0.0075"
"KDM6A","CAS1","CENTRAL NERVOUS SYSTEM","6.2532","-0.01039"
"KDM6A","CCFSTTG1","CENTRAL NERVOUS SYSTEM","6.8211","-0.005"
"KDM6A","CCK81","LARGE INTESTINE","7.6478","0.156"
"KDM6A","CFPAC1","PANCREAS","6.5082","-0.1096"
"KDM6A","CGTHW1","THYROID","5.5303","-0.5521"
"KDM6A","CHAGOK1","LUNG","6.6015","-0.01697"
"KDM6A","CHL1","SKIN","6.0847","-0.0037"
"KDM6A","CHP126","AUTONOMIC GANGLIA","6.8557","0.01309"
"KDM6A","CHP212","AUTONOMIC GANGLIA","6.4033","-0.01234"
"KDM6A","CI1","HAEMATOPOIETIC AND LYMPHOID TISSUE","7.2253","0.0016"
"KDM6A","CJM","SKIN","7.5693","-0.1154"
"KDM6A","CL11","LARGE INTESTINE","6.6561","0.0029"
"KDM6A","CL14","LARGE INTESTINE","7.1834","0.019"
"KDM6A","CL34","LARGE INTESTINE","7.9607","0.2387"
"KDM6A","CL40","LARGE INTESTINE","7.5995","0.0127"
"KDM6A","CMK115","HAEMATOPOIETIC AND LYMPHOID TISSUE","8.4133","0.6865"
"KDM6A","CMK","HAEMATOPOIETIC AND LYMPHOID TISSUE","8.1233","0.5719"
"KDM6A","CMLT1","HAEMATOPOIETIC AND LYMPHOID TISSUE","8.4263","-0.00191"
"KDM6A","COLO205","LARGE INTESTINE","6.2882","0.01997"
"KDM6A","COLO320","LARGE INTESTINE","7.3725","0.0098"
"KDM6A","COLO668","LUNG","7.0885","-0.006213"
"KDM6A","COLO678","LARGE INTESTINE","7.8413","-1e-04"
"KDM6A","COLO679","SKIN","6.7692","0.0055"
"KDM6A","COLO680N","OESOPHAGUS","6.8881","-0.9003"
"KDM6A","COLO704","OVARY","7.8304","-0.0072"
"KDM6A","COLO741","SKIN","6.8746","0.002979"
"KDM6A","COLO783","SKIN","6.5512","-0.0064"
"KDM6A","COLO792","SKIN","6.2378","-0.1121"
"KDM6A","COLO800","SKIN","5.7459","0.0287"
"KDM6A","COLO818","SKIN","5.5149","0.01306"
"KDM6A","COLO829","SKIN","6.8759","0.0182"
"KDM6A","COLO849","SKIN","5.6005","-0.006571"
"KDM6A","CORL105","LUNG","6.7216","-0.02137"
"KDM6A","CORL23","LUNG","6.0841","-0.8037"
"KDM6A","CORL24","LUNG","7.6031","0.01243"
"KDM6A","CORL311","LUNG","5.9115","-0.4838"
"KDM6A","CORL47","LUNG","6.677","0.0037"
"KDM6A","CORL88","LUNG","7.0876","0.02769"
"KDM6A","CORL95","LUNG","7.2354","-0.01769"
"KDM6A","COV318","OVARY","6.4528","-0.9158"
"KDM6A","COV362","OVARY","7.033","0.579"
"KDM6A","COV434","OVARY","7.0413","-0.003668"
"KDM6A","COV504","OVARY","6.6134","0.0432"
"KDM6A","COV644","OVARY","8.1072","0.0649"
"KDM6A","CPCN","LUNG","6.3066","-0.1939"
"KDM6A","CW2","LARGE INTESTINE","7.5094","0.1247"
"KDM6A","D283MED","CENTRAL NERVOUS SYSTEM","6.4045","0.007"
"KDM6A","D341MED","CENTRAL NERVOUS SYSTEM","6.5201","-0.0015"
"KDM6A","DANG","PANCREAS","6.6494","-0.9083"
"KDM6A","DAOY","CENTRAL NERVOUS SYSTEM","5.9003","0.04076"
"KDM6A","DAUDI","HAEMATOPOIETIC AND LYMPHOID TISSUE","7.5456","0.0289"
"KDM6A","DB","HAEMATOPOIETIC AND LYMPHOID TISSUE","7.3831","-0.0349"
"KDM6A","DBTRG05MG","CENTRAL NERVOUS SYSTEM","4.5374","-0.08285"
"KDM6A","DEL","HAEMATOPOIETIC AND LYMPHOID TISSUE","7.6941","0.0121"
"KDM6A","DETROIT562","UPPER AERODIGESTIVE TRACT","7.3051","-0.3166"
"KDM6A","DKMG","CENTRAL NERVOUS SYSTEM","6.7832","0.0018"
"KDM6A","DLD1","LARGE INTESTINE","7.2613","0.02"
"KDM6A","DMS114","LUNG","6.885","0.116"
"KDM6A","DMS153","LUNG","6.4641","-0.2385"
"KDM6A","DMS273","LUNG","7.5299","-0.0021"
"KDM6A","DMS454","LUNG","7.1914","0.0462"
"KDM6A","DMS53","LUNG","6.285","0.1223"
"KDM6A","DMS79","LUNG","4.9453","-0.531"
"KDM6A","DND41","HAEMATOPOIETIC AND LYMPHOID TISSUE","7.5789","0.04218"
"KDM6A","DOHH2","HAEMATOPOIETIC AND LYMPHOID TISSUE","6.9802","0.01493"
"KDM6A","DU145","PROSTATE","5.9291","0.0069"
"KDM6A","DU4475","BREAST","7.1651","0.0169"
"KDM6A","DV90","LUNG","5.9673","0.0726"
"KDM6A","EB1","HAEMATOPOIETIC AND LYMPHOID TISSUE","8.6657","-0.005449"
"KDM6A","EB2","HAEMATOPOIETIC AND LYMPHOID TISSUE","9.0165","-0.0597"
"KDM6A","EBC1","LUNG","6.4086","-0.7961"
"KDM6A","ECC10","STOMACH","7.3927","-0.0047"
"KDM6A","ECC12","STOMACH","7.4552","-0.005365"
"KDM6A","ECGI10","OESOPHAGUS","7.2908","-0.9492"
"KDM6A","EFE184","ENDOMETRIUM","6.8192","-0.068"
"KDM6A","EFM192A","BREAST","7.5045","0.006075"
"KDM6A","EFM19","BREAST","7.4285","0.1633"
"KDM6A","EFO21","OVARY","6.5075","-1.279"
"KDM6A","EFO27","OVARY","7.4887","0.0052"
"KDM6A","EHEB","HAEMATOPOIETIC AND LYMPHOID TISSUE","6.9363","0.0196"
"KDM6A","EJM","HAEMATOPOIETIC AND LYMPHOID TISSUE","6.7436","-0.593"
"KDM6A","EM2","HAEMATOPOIETIC AND LYMPHOID TISSUE","6.782","0.1376"
"KDM6A","EN","ENDOMETRIUM","8.1496","0.0081"
"KDM6A","EOL1","HAEMATOPOIETIC AND LYMPHOID TISSUE","7.172","0.0118"
"KDM6A","EPLC272H","LUNG","7.3007","0.0135"
"KDM6A","ES2","OVARY","6.8272","0.0949"
"KDM6A","ESS1","ENDOMETRIUM","7.9153","0.005"
"KDM6A","F36P","HAEMATOPOIETIC AND LYMPHOID TISSUE","7.5","0.0157"
"KDM6A","FADU","UPPER AERODIGESTIVE TRACT","6.5983","-0.4139"
"KDM6A","FTC133","THYROID","6.0379","0.0217"
"KDM6A","FU97","STOMACH","7.785","0.6167"
"KDM6A","FUOV1","OVARY","7.6058","-0.2603"
"KDM6A","G361","SKIN","6.7094","-0.0128"
"KDM6A","G401","SOFT TISSUE","6.5405","-0.0279"
"KDM6A","G402","SOFT TISSUE","7.1171","0.02387"
"KDM6A","GA10","HAEMATOPOIETIC AND LYMPHOID TISSUE","6.7403","-0.0047"
"KDM6A","GAMG","CENTRAL NERVOUS SYSTEM","7.554","0.0033"
"KDM6A","GCIY","STOMACH","6.6985","0.0047"
"KDM6A","GCT","SOFT TISSUE","6.5393","-0.1044"
"KDM6A","GDM1","HAEMATOPOIETIC AND LYMPHOID TISSUE","8.6332","0.02248"
"KDM6A","GI1","CENTRAL NERVOUS SYSTEM","6.067","0.0355"
"KDM6A","GMS10","CENTRAL NERVOUS SYSTEM","7.5248","-0.114"
"KDM6A","GOS3","CENTRAL NERVOUS SYSTEM","6.104","-0.01034"
"KDM6A","GP2D","LARGE INTESTINE","7.2285","0.0067"
"KDM6A","GRANTA519","HAEMATOPOIETIC AND LYMPHOID TISSUE","8.2003","0.0094"
"KDM6A","GSS","STOMACH","7.7915","0.2047"
"KDM6A","GSU","STOMACH","6.8719","-0.1373"
"KDM6A","H4","CENTRAL NERVOUS SYSTEM","6.4751","0.008099"
"KDM6A","HARA","LUNG","6.2713","-0.502"
"KDM6A","HCC1143","BREAST","5.6616","-1.305"
"KDM6A","HCC1171","LUNG","6.4211","-0.0013"
"KDM6A","HCC1187","BREAST","7.2634","-0.1176"
"KDM6A","HCC1195","LUNG","6.4283","-0.3151"
"KDM6A","HCC1395","BREAST","6.0608","-0.576"
"KDM6A","HCC1419","BREAST","7.333","0.0085"
"KDM6A","HCC1428","BREAST","8.5595","0.4139"
"KDM6A","HCC1500","BREAST","7.0772","-0.0141"
"KDM6A","HCC1569","BREAST","6.2341","0.0858"
"KDM6A","HCC1599","BREAST","5.4104","-1.448"
"KDM6A","HCC15","LUNG","6.5641","-0.005382"
